"Subj","#","Title","CRN","Sec","Type","Start Time","End Time","Days","Credits","Building","Room","Instructor","Max Enrollment","Current Enrollment","Attr","Prerequisites"
"EDUC","402","Introduction to Educational Studies: Social Change and Education in Local and Global Contexts","13249","02","LEC","14:10","15:30","MW","4","HS","332","Marhefka, Elaine McCarthy","30","0","",""
"EDUC","500","Exploring Teaching","12473","01","PRA","16:10","18:00","M","4","HS","102","Lowe, Misty R.","20","0","",""
"EDUC","500","Exploring Teaching","10252","03","PRA","16:10","18:00","W","4","HS","G21","Barton, Ellen J; Hale, Ryan Scott","25","0","",""
"EDUC","500","Exploring Teaching","12087","04","PRA","15:10","17:00","T","4","OFFCMP","TBD","Bonello, Jessica Anne","15","0","",""
"EDUC","500","Exploring Teaching","12474","05","PRA","08:10","09:00","MW","4","PCAC","M220","Sierzega, Amy Lynn","25","0","",""
"EDUC","500","Exploring Teaching","13890","06","PRA","14:10","16:00","R","4","HS","126","Chase, Cole","20","0","",""
"EDUC","506","Mentoring Readers and Writers in the Elementary Grades","14850","01","PRA","16:10","18:30","M","4","MURK","G15","Wharton-McDonald, Ruth","15","0","",""
"EDUC","520","Education, Poverty, and Development","13997","01","LEC","16:10","18:30","M","4","PETT","G10","Couse, Leslie J","50","0","SS",""
"EDUC","550","Language and Linguistic Diversity in Schools","13891","01","LEC","11:10","12:30","MW","4","HAALND","104","Pavlenko, Olesia","20","0","",""
"EDUC","605","Educational Perspectives in Critical Times","12960","01","LEC","14:10","16:30","R","4","HAALND","104","Hwang, NaYoung","25","0","WRIT",""
"EDUC","605","Educational Perspectives in Critical Times","12961","03","LEC","16:10","18:30","T","4","HS","102","Frenkiewich, Jeffrey C","25","0","WRIT",""
"EDUC","610","Clinical Experience in Educational Studies","13892","01","PRA","Hours Arranged","TBA","TBA","1","TBA","","Marhefka, Elaine McCarthy","5","0","",""
"EDUC","650","Introduction to Disability in Inclusive Schools and Communities","12699","01","LEC","18:10","20:30","T","4","HS","G21","Shapiro, Susan A","30","0","",""
"EDUC","656","Advocating for Diverse and Inclusive Family-School-Community Partnerships","12700","01","LEC","10:10","12:30","W","4","MURK","G15","Cho, Eun Kyeong Kyeong","29","0","",""
"EDUC","694","Courses in Supervised Teaching","10209","A01","PRA","Hours Arranged","TBA","TBA","8","TBA","","TBA","15","0","",""
"EDUC","694A","Supervised Teaching/Music","13691","01","PRA","Hours Arranged","TBA","TBA","8","OFFCMP","TBD","TBA","5","0","",""
"EDUC","694C","Supervised Teaching/Mathematics","12600","01","PRA","Hours Arranged","TBA","TBA","8","TBA","","TBA","5","0","",""
"EDUC","694D","Supervised Teaching/Kinesiology","10621","01","PRA","Hours Arranged","TBA","TBA","4","TBA","","Alperin, Holly L","5","0","",""
"EDUC","701","Human Development & Learning: Cultural Perspectives","10020","A01","LEC","17:10","19:30","W","4","HS","108","Robbins, Jeremy Seth","15","0","WRIT",""
"EDUC","703C","Classroom Management: Creating Positive Learning Environments","12001","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Cho, Eun Kyeong Kyeong","15","0","",""
"EDUC","703F","Teaching Elementary School Science","11542","01","LEC","17:40","20:00","R","4","HS","108","Sherman, Emily C","20","0","",""
"EDUC","703M","Teaching Elementary Social Studies","11560","01","LEC","16:10","18:30","T","4","HS","107","Marhefka, Elaine McCarthy","25","0","",""
"EDUC","706","Teaching & Learning Literacy in the Elementary Classroom","10250","01","LEC","09:10","11:00","TR","4","MURK","G15","Wharton-McDonald, Ruth","12","0","",""
"EDUC","739","Assessment and Individualized Educational Planning in Special and Inclusive Education","14728","01","LEC","16:10","18:30","R","4","HS","107","Barker, Heather","18","0","",""
"EDUC","751A","Inclusive Elementary Education: Literacies and Learning for Diverse Learners","10477","01","LEC","18:40","21:00","M","4","MCC","245","Barker, Heather","15","0","",""
"EDUC","751B","Methods of Inclusive Secondary Education: Literacies, Learning, and Transitions","10505","02","LEC","17:10","19:30","M","4","HS","126","Connelly, Vincent J","14","0","",""
"EDUC","760","Introduction to Young Children with Special Needs","12132","01","LEC","16:10","18:30","W","4","HS","102","Couse, Leslie J","20","0","",""
"EDUC","801","Human Development & Learning: Cultural Perspectives","10192","A01","LEC","17:10","19:30","W","4","HS","108","Robbins, Jeremy Seth","10","0","",""
"EDUC","803C","Classroom Management: Creating Positive Learning Environments","12002","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Cho, Eun Kyeong Kyeong","5","0","",""
"EDUC","803F","Teaching Elementary School Science","11543","01","LEC","17:40","20:00","R","4","HS","108","Sherman, Emily C","10","0","",""
"EDUC","803M","Teaching Elementary Social Studies","11544","01","LEC","16:10","18:30","T","4","HS","107","Marhefka, Elaine McCarthy","5","0","",""
"EDUC","806","Teaching & Learning Literacy in the Elementary Classroom","10251","01","LEC","09:10","11:00","TR","4","MURK","G15","Wharton-McDonald, Ruth","2","0","",""
"EDUC","808","Literacy Assessment for Elementary Classroom Teachers","11957","01","PRA","16:10","17:30","W","4","HS","107","Turco, Donna B; Darby, Emily","20","0","","EDUC 806 with minimum grade of B-"
"EDUC","839","Assessment and Individualized Educational Planning in Special and Inclusive Education","14732","01","LEC","16:10","18:30","R","4","HS","107","Barker, Heather","7","0","",""
"EDUC","850","Introduction to Disability in Inclusive Schools and Communities","13626","02","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Schuh, Mary","20","0","",""
"EDUC","851A","Inclusive Elementary Education: Literacies and Learning for Diverse Learners","10362","01","LEC","18:40","21:00","M","4","MCC","245","Barker, Heather","10","0","",""
"EDUC","851B","Methods of Inclusive Secondary Education: Literacies, Learning, and Transitions","10506","02","LEC","17:10","19:30","M","4","HS","126","Connelly, Vincent J","10","0","",""
"EDUC","860","Introduction to Young Children with Special Needs","15178","01","LEC","16:10","18:30","W","4","HS","102","Couse, Leslie J","4","0","",""
"EDUC","881","Introduction to Statistics: Inquiry, Analysis, and Decision Making","15487","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Graham, Suzanne E","20","0","",""
"EDUC","882","Introduction to Research Methods","11669","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Hwang, NaYoung","20","0","",""
"EDUC","884","Educators as Researchers","13893","01","CPP","Hours Arranged","TBA","TBA","4","ONLINE","","Connelly, Vincent J","12","0","",""
"EDUC","900A","Internship and Seminar in Teaching","10456","01","PRA","15:30","17:30","R","2","OFFCMP","TBD","Hutchison, Heidi S","15","0","","EDUC 706 or EDUC 806 with minimum grade of B-"
"EDUC","900A","Internship and Seminar in Teaching","12644","02","PRA","15:40","17:30","W","2","MURK","202","Garand, Lorie M","10","0","","EDUC 706 or EDUC 806 with minimum grade of B-"
"EDUC","900A","Internship and Seminar in Teaching","11504","03","PRA","15:30","17:30","R","2","OFFCMP","TBD","Kearney, Alison L","10","0","","EDUC 706 or EDUC 806 with minimum grade of B-"
"EDUC","900A","Internship and Seminar in Teaching","11952","05","PRA","15:30","17:30","R","2","OFFCMP","TBD","Sierzega, Amy Lynn","10","0","","EDUC 706 or EDUC 806 with minimum grade of B-"
"EDUC","900A","Internship and Seminar in Teaching","11505","08","PRA","15:30","17:30","R","2","OFFCMP","TBD","Stevens, Ryan","10","0","","EDUC 706 or EDUC 806 with minimum grade of B-"
"EDUC","900A","Internship and Seminar in Teaching","11506","09","PRA","15:30","17:30","R","2","OFFCMP","TBD","TBA","10","0","","EDUC 706 or EDUC 806 with minimum grade of B-"
"EDUC","900A","Internship and Seminar in Teaching","11507","10","PRA","15:30","17:30","R","2","OFFCMP","TBD","Zwart, Anne T","10","0","","EDUC 706 or EDUC 806 with minimum grade of B-"
"EDUC","900A","Internship and Seminar in Teaching","11503","11","PRA","15:30","17:30","R","2","OFFCMP","TBD","Burke, Whitney Jeanne","10","0","","EDUC 706 or EDUC 806 with minimum grade of B-"
"EDUC","900A","Internship and Seminar in Teaching","12611","13","PRA","15:40","17:30","R","2","OFFCMP","TBD","TBA","5","0","","EDUC 706 or EDUC 806 with minimum grade of B-"
"EDUC","900A","Internship and Seminar in Teaching","11191","M1","PRA","Hours Arranged","TBA","TBA","2","TBA","","Kubat, Kerry","15","0","","EDUC 706 or EDUC 806 with minimum grade of B-"
"EDUC","900A","Internship and Seminar in Teaching","11919","M2","PRA","Hours Arranged","TBA","TBA","2","TBA","","McCurdy, Kathryn J","15","0","","EDUC 706 or EDUC 806 with minimum grade of B-"
"EDUC","902","Doctoral Pro-seminar","10270","01","SEM","16:10","18:30","R","4","MURK","201","Wharton-McDonald, Ruth","12","0","",""
"EDUC","904","Qualitative Inquiry in Research","12210","01","SEM","16:10","18:30","R","4","HS","102","Rohn, Kathy Chau","15","0","",""
"EDUC","905","Critical Inquiry in Education","15486","02","SEM","16:10","18:30","W","4","MURK","102","Salvio, Paula M.","15","0","",""
"EDUC","935A","Seminar and Practicum in Teaching","11492","01","SEM","16:10","18:00","M","4","HS","103","TBA","5","0","",""
"EDUC","935A","Seminar and Practicum in Teaching","12612","02","SEM","14:10","16:00","T","4","HAALND","105","TBA","3","0","",""
"EDUC","935A","Seminar and Practicum in Teaching","12613","03","SEM","16:10","18:00","W","4","HS","G21","Barton, Ellen J; Hale, Ryan Scott","3","0","",""
"EDUC","935A","Seminar and Practicum in Teaching","12614","04","SEM","15:10","17:00","T","4","OFFCMP","TBD","Bonello, Jessica Anne","3","0","",""
"EDUC","935A","Seminar and Practicum in Teaching","12615","05","SEM","Hours Arranged","TBA","TBA","4","TBA","","Haskins, Rob","3","0","",""
"EDUC","958","Analysis of Teaching and Learning","11381","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Coppens, Andrew D","20","0","",""
"EDUC","959","Issues in Education","13894","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","TBA","20","0","",""
"EDUC","962","Educational Finance and Business Management","15488","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","TBA","15","0","",""
"EDUC","964","Human Resources in Education","14845","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Delahanty, Michael","15","0","",""
"EDUC","968","Collective Bargaining in Public Education","15489","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Bennett, Jacob","15","0","",""
"EDUC","970","Foundations for Leadership in Higher Education","15490","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","TBA","15","0","",""
"EDUC","972","Introduction to Educational Evaluation","15491","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","TBA","15","0","",""
"EDUC","974","Educational Administrative Internship","11759","M1","PRA","Hours Arranged","TBA","TBA","4","TBA","","Rath, Christine C","5","0","",""
"EDUC","975","Advanced Professional Education Project","12624","M1","PRA","Hours Arranged","TBA","TBA","4","TBA","","Evans, Carla M","5","0","",""
"EDUC","998","Special Topics","12266","01","SEM","16:40","19:00","T","1","ONLINE","","Schuh, Mary; Godshall, Katie Clare","25","0","",""
"EDUC","999","Doctoral Research","12908","01","RES","Hours Arranged","TBA","TBA","0","TBA","","Graham, Suzanne E","40","0","",""
"ENG","420","The Writing Process","13601","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Demetriou, Galateia","30","0","WRIT, ENG",""
"ENG","420","The Writing Process","13602","02","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Demetriou, Galateia","20","0","WRIT, ENG",""
"ENG","450","Introduction to Literature","13603","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Kondrath, Rita","30","0","WRIT, HUMA, HTE","( CRIT 501 or CRIT 501G ) and ( ENG 420 or ENG 500G or ENGL 401 )"
"ENG","505","Introduction to Language and Linguistics","14646","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Demetriou, Galateia","30","0","WRIT, HTE","ENG 420 or ENG 500G"
"ENG","555","Children's Literature","13604","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Krol-Sinclair, Barbara Donahue","30","0","HUMA, HTE","ENG 420 or ENG 500G or ENGL 401"
"ENG","565","Modern American Writers 1865 to the Present","13870","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Kondrath, Rita","30","0","HUMA, HTE","ENG 420 or ENG 500G or ENGL 401"
"ENG","610","War Writing in the 21st Century","13605","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Kondrath, Rita","30","0","WRIT, HTE","ENG 420 or ENG 500G"
"ENG","645","Disability in Literature and Culture","13606","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Kondrath, Rita","30","0","WRIT, HTE","ENG 420 or ENG 500G"
"ENG","675","Survey of Classic Literature Through Film","13620","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Nagelsen, Susan","30","0","HTE","ENG 420 or ENG 500G or or"
"ENGL","401","First-Year Writing","12448","01","LEC","11:10","12:30","TR","4","HS","344","Harzewski, Stephanie","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","12704","02","LEC","14:10","15:30","TR","4","HS","103","Harzewski, Stephanie","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10008","03","LEC","14:10","15:30","TR","4","HS","332","Ortmeier-Hooper, Christina","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10023","04","LEC","14:10","15:30","MW","4","HS","102","Rioux, James M","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","12705","05","LEC","08:10","09:00","MWF","4","HS","105","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10205","06","LEC","09:10","10:00","MWF","4","HS","105","Valdez, Charli G","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10025","07","LEC","15:40","17:00","TR","4","HS","124","Jones, Danielle","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10026","08","LEC","17:10","18:30","TR","4","HS","124","Jones, Danielle","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10029","09","LEC","09:40","11:00","TR","4","HS","G35","Smith, Laura A","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","11858","10","LEC","11:10","12:30","TR","4","HS","G35","Smith, Laura A","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10039","11","LEC","09:40","11:00","TR","4","HS","332","Campbell, Molly C","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10028","12","LEC","08:10","09:00","MWF","4","HS","107","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10030","13","LEC","08:10","09:00","MWF","4","HS","126","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10031","14","LEC","09:10","10:00","MWF","4","HS","126","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10021","15","LEC","09:10","10:00","MWF","4","HS","124","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10033","16","LEC","10:10","11:00","MWF","4","HS","105","Valdez, Charli G","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10034","17","LEC","10:10","11:00","MWF","4","HS","102","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10035","18","LEC","11:10","12:00","MWF","4","HS","105","Valdez, Charli G","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","11859","19","LEC","11:10","12:00","MWF","4","HS","344","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10032","20","LEC","12:10","13:00","MWF","4","HS","201","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","14924","21","LEC","12:10","13:00","MWF","4","HS","344","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","12449","22","LEC","15:40","17:00","MW","4","HS","344","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10036","23","LEC","08:10","09:30","TR","4","HS","126","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","12450","24","LEC","08:10","09:30","TR","4","HS","202","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10037","25","LEC","09:40","11:00","TR","4","HS","103","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10038","26","LEC","10:10","11:00","MWF","4","HS","G34","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","12451","27","LEC","14:10","15:30","TR","4","HS","124","Girdner, Shelley R","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","10022","28","LEC","15:40","17:00","TR","4","HS","103","TBA","24","0","WS, WRIT",""
"ENGL","401","First-Year Writing","11860","29","LEC","15:40","17:00","TR","4","HS","108","TBA","24","0","WS, WRIT",""
